AK,0.14285714285714285
AL,0.20580474934036938
AR,0.23938223938223938
AZ,0.24083769633507854
CA,0.12631389812236096
CO,0.17980295566502463
CT,0.22440944881889763
DC,0.06944444444444445
DE,0.061224489795918366
FL,0.2859571574294458
GA,0.27521008403361347
GU,0.0
HI,0.03296703296703297
IA,0.13614457831325302
ID,0.14806110458284372
IL,0.22466216216216217
IN,0.16505576208178438
KS,0.14862385321100918
KY,0.19281045751633988
LA,0.10617760617760617
MA,0.12589285714285714
MD,0.11929824561403508
ME,0.24253731343283583
MI,0.30149597238204834
MN,0.16495629038388446
MO,0.1492753623188406
MS,0.27615062761506276
MT,0.07258064516129033
NC,0.140893470790378
ND,0.0861344537815126
NE,0.1796875
NH,0.11067809820732658
NJ,0.1879432624113475
NM,0.1171875
NV,0.19550173010380623
NY,0.11260587942202292
OH,0.13222416812609458
OK,0.2196652719665272
OR,0.11694915254237288
PA,0.16843702579666162
PR,0.27586206896551724
RI,0.12272727272727273
SC,0.225
SD,0.15037593984962405
TN,0.2231578947368421
TX,0.2040072859744991
UT,0.12931431201104465
VA,0.11063464837049743
VI,0.0
VT,0.29523809523809524
WA,0.09663865546218488
WI,0.14056224899598393
WV,0.2564102564102564
WY,0.05555555555555555
